pokemonId,pokemonName,koreanName,level,move,koreanMove,method,versionGroup,source
67,machoke,근육몬,44,scary-face,겁나는얼굴,level-up,heartgold-soulsilver,pokeapi
67,machoke,근육몬,51,dynamic-punch,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,1,focus-energy,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,1,leer,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,1,low-kick,안다리걸기,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,7,focus-energy,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,10,karate-chop,태권당수,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,13,foresight,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,19,seismic-toss,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,22,revenge,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,25,vital-throw,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,32,submission,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,36,wake-up-slap,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,40,cross-chop,,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,44,scary-face,겁나는얼굴,level-up,heartgold-soulsilver,pokeapi
68,machamp,괴력몬,51,dynamic-punch,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,1,vine-whip,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,7,growth,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,11,wrap,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,13,sleep-powder,수면가루,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,15,poison-powder,독가루,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,17,stun-spore,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,23,acid,용해액,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,27,knock-off,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,29,sweet-scent,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,35,gastro-acid,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,39,razor-leaf,잎날가르기,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,41,slam,,level-up,heartgold-soulsilver,pokeapi
69,bellsprout,모다피,47,wring-out,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,1,growth,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,1,vine-whip,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,1,wrap,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,7,growth,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,11,wrap,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,13,sleep-powder,수면가루,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,15,poison-powder,독가루,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,17,stun-spore,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,23,acid,용해액,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,27,knock-off,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,29,sweet-scent,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,35,gastro-acid,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,39,razor-leaf,잎날가르기,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,41,slam,,level-up,heartgold-soulsilver,pokeapi
70,weepinbell,우츠동,47,wring-out,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,razor-leaf,잎날가르기,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,sleep-powder,수면가루,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,spit-up,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,stockpile,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,swallow,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,sweet-scent,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,1,vine-whip,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,47,leaf-blade,,level-up,heartgold-soulsilver,pokeapi
71,victreebel,우츠보트,47,leaf-storm,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,1,poison-sting,독침,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,5,supersonic,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,8,constrict,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,12,acid,용해액,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,15,toxic-spikes,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,19,bubble-beam,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,22,wrap,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,26,barrier,,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,29,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,33,poison-jab,독찌르기,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,36,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,40,hydro-pump,하이드로펌프,level-up,heartgold-soulsilver,pokeapi
72,tentacool,왕눈해,43,wring-out,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,1,constrict,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,1,poison-sting,독침,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,1,supersonic,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,5,supersonic,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,8,constrict,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,12,acid,용해액,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,15,toxic-spikes,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,19,bubble-beam,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,22,wrap,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,26,barrier,,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,29,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,36,poison-jab,독찌르기,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,42,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,49,hydro-pump,하이드로펌프,level-up,heartgold-soulsilver,pokeapi
73,tentacruel,독파리,55,wring-out,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,1,defense-curl,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,1,tackle,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,4,mud-sport,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,8,rock-polish,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,11,rock-throw,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,15,magnitude,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,18,self-destruct,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,22,rollout,,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,25,rock-blast,락블라스트,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,29,earthquake,지진,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,32,explosion,대폭발,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,36,double-edge,이판사판태클,level-up,heartgold-soulsilver,pokeapi
74,geodude,꼬마돌,39,stone-edge,스톤샤워,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,1,defense-curl,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,1,mud-sport,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,1,rock-polish,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,1,tackle,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,4,mud-sport,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,8,rock-polish,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,11,rock-throw,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,15,magnitude,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,18,self-destruct,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,22,rollout,,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,27,rock-blast,락블라스트,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,33,earthquake,지진,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,38,explosion,대폭발,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,44,double-edge,이판사판태클,level-up,heartgold-soulsilver,pokeapi
75,graveler,데구리,49,stone-edge,스톤샤워,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,1,defense-curl,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,1,mud-sport,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,1,rock-polish,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,1,tackle,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,4,mud-sport,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,8,rock-polish,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,11,rock-throw,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,15,magnitude,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,18,self-destruct,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,22,rollout,,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,27,rock-blast,락블라스트,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,33,earthquake,지진,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,38,explosion,대폭발,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,44,double-edge,이판사판태클,level-up,heartgold-soulsilver,pokeapi
76,golem,딱구리,49,stone-edge,스톤샤워,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,1,growl,,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,1,tackle,,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,6,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,10,ember,작은불꽃,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,15,flame-wheel,화염자동차,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,19,stomp,,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,24,fire-spin,,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,28,take-down,,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,33,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,37,fire-blast,불대문자,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,42,bounce,,level-up,heartgold-soulsilver,pokeapi
77,ponyta,포니타,46,flare-blitz,플레어드라이브,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,1,ember,작은불꽃,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,1,growl,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,1,megahorn,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,1,poison-jab,독찌르기,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,1,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,1,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,6,tail-whip,꼬리흔들기,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,10,ember,작은불꽃,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,15,flame-wheel,화염자동차,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,19,stomp,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,24,fire-spin,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,28,take-down,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,33,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,37,fire-blast,불대문자,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,40,fury-attack,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,47,bounce,,level-up,heartgold-soulsilver,pokeapi
78,rapidash,날쌩마,56,flare-blitz,플레어드라이브,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,1,curse,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,1,tackle,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,1,yawn,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,6,growl,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,11,water-gun,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,15,confusion,염동력,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,20,disable,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,25,headbutt,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,29,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,34,zen-headbutt,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,39,slack-off,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,43,amnesia,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,48,psychic,사이코키네시스,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,53,rain-dance,,level-up,heartgold-soulsilver,pokeapi
79,slowpoke,야돈,57,psych-up,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,1,curse,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,1,growl,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,1,tackle,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,1,yawn,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,6,growl,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,11,water-gun,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,15,confusion,염동력,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,20,disable,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,25,headbutt,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,29,water-pulse,물의파동,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,34,zen-headbutt,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,37,withdraw,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,41,slack-off,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,47,amnesia,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,54,psychic,사이코키네시스,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,61,rain-dance,,level-up,heartgold-soulsilver,pokeapi
80,slowbro,야도란,67,psych-up,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,1,metal-sound,금속음,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,1,tackle,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,6,thunder-shock,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,11,supersonic,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,14,sonic-boom,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,17,thunder-wave,전기자석파,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,22,spark,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,27,lock-on,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,30,magnet-bomb,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,33,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,38,discharge,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,43,mirror-shot,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,46,magnet-rise,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,49,gyro-ball,,level-up,heartgold-soulsilver,pokeapi
81,magnemite,코일,54,zap-cannon,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,1,metal-sound,금속음,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,1,supersonic,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,1,tackle,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,1,thunder-shock,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,1,tri-attack,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,6,thunder-shock,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,11,supersonic,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,14,sonic-boom,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,17,thunder-wave,전기자석파,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,22,spark,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,27,lock-on,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,30,magnet-bomb,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,34,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,40,discharge,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,46,mirror-shot,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,50,magnet-rise,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,54,gyro-ball,,level-up,heartgold-soulsilver,pokeapi
82,magneton,레어코일,60,zap-cannon,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,1,fury-cutter,연속자르기,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,1,leer,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,1,peck,쪼기,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,1,poison-jab,독찌르기,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,1,sand-attack,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,7,fury-attack,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,9,knock-off,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,13,aerial-ace,제비반환,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,19,slash,베어가르기,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,21,air-cutter,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,25,swords-dance,칼춤,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,31,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,33,night-slash,깜짝베기,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,37,air-slash,에어슬래시,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,43,feint,,level-up,heartgold-soulsilver,pokeapi
83,farfetchd,파오리,45,false-swipe,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,1,growl,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,1,peck,쪼기,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,5,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,10,rage,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,14,fury-attack,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,19,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,23,uproar,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,28,acupressure,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,32,double-hit,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,37,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,41,drill-peck,,level-up,heartgold-soulsilver,pokeapi
84,doduo,두두,46,endeavor,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,1,growl,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,1,peck,쪼기,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,1,pluck,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,1,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,1,rage,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,5,quick-attack,전광석화,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,10,rage,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,14,fury-attack,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,19,pursuit,따라가때리기,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,23,uproar,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,28,acupressure,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,34,tri-attack,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,41,agility,고속이동,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,47,drill-peck,,level-up,heartgold-soulsilver,pokeapi
85,dodrio,두트리오,54,endeavor,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,1,headbutt,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,3,growl,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,7,water-sport,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,11,icy-wind,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,13,encore,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,17,ice-shard,얼음뭉치,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,21,rest,잠자기,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,23,aqua-ring,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,27,aurora-beam,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,31,aqua-jet,아쿠아제트,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,33,brine,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,37,take-down,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,41,dive,,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,43,aqua-tail,아쿠아테일,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,47,ice-beam,냉동빔,level-up,heartgold-soulsilver,pokeapi
86,seel,쥬쥬,51,safeguard,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,1,growl,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,1,headbutt,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,1,icy-wind,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,1,signal-beam,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,3,growl,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,7,signal-beam,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,11,icy-wind,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,13,encore,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,17,ice-shard,얼음뭉치,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,21,rest,잠자기,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,23,aqua-ring,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,27,aurora-beam,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,31,aqua-jet,아쿠아제트,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,33,brine,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,34,sheer-cold,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,37,take-down,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,41,dive,,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,43,aqua-tail,아쿠아테일,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,47,ice-beam,냉동빔,level-up,heartgold-soulsilver,pokeapi
87,dewgong,쥬레곤,51,safeguard,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,1,poison-gas,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,1,pound,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,4,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,7,mud-slap,진흙뿌리기,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,12,disable,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,17,minimize,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,20,sludge,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,23,mud-bomb,진흙폭탄,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,28,fling,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,33,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,36,sludge-bomb,오물폭탄,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,39,acid-armor,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,44,gunk-shot,,level-up,heartgold-soulsilver,pokeapi
88,grimer,질퍽이,49,memento,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,1,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,1,mud-slap,진흙뿌리기,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,1,poison-gas,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,1,pound,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,4,harden,방어태세,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,7,mud-slap,진흙뿌리기,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,12,disable,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,17,minimize,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,20,sludge,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,23,mud-bomb,진흙폭탄,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,28,fling,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,33,screech,싫은소리,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,36,sludge-bomb,오물폭탄,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,44,acid-armor,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,54,gunk-shot,,level-up,heartgold-soulsilver,pokeapi
89,muk,질뻐기,65,memento,,level-up,heartgold-soulsilver,pokeapi
90,shellder,셀러,1,tackle,,level-up,heartgold-soulsilver,pokeapi
